id,lingua,categoria,livello,fase,persona,territorio,regione,domanda,keyword,ricerche_anno
OBS-I-46ad5e5a-IT,it,borghi,internal,organizzazione,,Albori; Vietri sul Mare ,Campania,cosa vedere a Vietri sul Mare?,cosa vedere a vietri sul mare,11390
OBS-I-47ba108c-IT,it,borghi,internal,organizzazione,,Castellaro Lagusello,Lombardia,cosa vedere a Castellaro Lagusello?,castellaro lagusello cosa vedere,8170
OBS-I-47d6fd55-EN,en,borghi,internal,hotel,,Furore,Campania,what are the best hotels in Furore?,hotels in furore,4010
OBS-I-48169f5d-IT,it,borghi,internal,organizzazione,,Chiusi,Toscana,cosa vedere a Chiusi?,cosa vedere chiusi,3180
OBS-I-48235088-IT,it,borghi,internal,organizzazione,,Scicli,Sicilia,cosa vedere a Scicli?,cosa vedere scicli,21010
OBS-I-4831191c-IT,it,borghi,internal,organizzazione,,Castelsardo,Sardegna,cosa vedere a Castelsardo?,cosa vedere castelsardo,6860
OBS-I-48cd4313-EN,en,borghi,internal,hotel,,Noto,Sicilia,what are the best hotels in Noto?,hotels in noto,6120
OBS-I-4967eeb9-EN,en,borghi,internal,hotel,,Bertinoro,Emilia-Romagna,what are the best hotels in Bertinoro?,bertinoro hotels,2380
OBS-I-49c4f7de-EN,en,borghi,internal,organizzazione,,Marzamemi,Sicilia,what to see in Marzamemi?,things to do in marzamemi,1230
OBS-I-4ab32989-EN,en,borghi,internal,hotel,,Subiaco,Lazio,what are the best hotels in Subiaco?,hotels in subiaco,218000
OBS-I-4bb94607-EN,en,borghi,internal,hotel,,Mezzano,Trentino-Alto Adige,what are the best hotels in Mezzano?,mezzano hotels,1970
OBS-I-4bc80300-EN,en,borghi,internal,hotel,,Atrani,Campania,what are the best hotels in Atrani?,atrani hotels,10870
OBS-I-4be4cd1e-IT,it,borghi,internal,hotel,,Ostuni,Puglia,quali sono i migliori hotel a Ostuni?,hotel ostuni,20860
OBS-I-4c5c1dc2-EN,en,borghi,internal,hotel,,Cusano Mutri,Campania,what are the best hotels in Cusano Mutri?,cusano mutri hotels,1750
OBS-I-4cbcb029-EN,en,borghi,internal,organizzazione,,Bosa,Sardegna,what to see in Bosa?,what to do in bosa,1770
OBS-I-4cd5b96d-IT,it,borghi,internal,organizzazione,,Compiano,Emilia-Romagna,cosa vedere a Compiano?,compiano cosa vedere,1270
OBS-I-4cf6ab3f-IT,it,borghi,internal,organizzazione,,Barga,Toscana,cosa vedere a Barga?,barga cosa vedere,5160
OBS-I-4d3fd7c3-IT,it,borghi,internal,organizzazione,,Soncino,Lombardia,cosa vedere a Soncino?,soncino cosa vedere,5900
OBS-I-4da39984-EN,en,borghi,internal,hotel,,Monteriggioni,Toscana,what are the best hotels in Monteriggioni?,hotels in monteriggioni,39300
OBS-I-4e53f894-IT,it,borghi,internal,hotel,,Dolceacqua,Liguria,quali sono i migliori hotel a Dolceacqua?,hotel dolceacqua,1280
OBS-I-4fbbbb2a-IT,it,borghi,internal,organizzazione,,Militello in Val di Catania,Sicilia,cosa vedere a Militello in Val di Catania?,militello in val di catania cosa vedere,1760
OBS-I-4fcc2ae6-IT,it,borghi,internal,organizzazione,,Galtellì,Sardegna,cosa vedere a Galtellì?,galtellì cosa vedere,1290
OBS-I-50bf30fe-IT,it,borghi,internal,organizzazione,,Manciano; Montemerano ,Toscana,cosa vedere a Montemerano?,montemerano cosa vedere,5390
OBS-I-50c18d2a-EN,en,borghi,internal,hotel,,Egna/Neumarkt ,Trentino-Alto Adige,what are the best hotels in Neumarkt?,neumarkt hotels,23700
OBS-I-50d4032b-EN,en,borghi,internal,hotel,,Craco,Basilicata,what are the best hotels in Craco?,craco hotels,2260
OBS-I-51299125-EN,en,borghi,internal,organizzazione,,Orvieto,Umbria,what to see in Orvieto?,things to do in orvieto,15300
OBS-I-515597c8-IT,it,borghi,internal,hotel,,Mel,Veneto,quali sono i migliori hotel a Mel?,hotel mel,1500
OBS-I-52b26e16-IT,it,borghi,internal,organizzazione,,Verucchio,Emilia-Romagna,cosa vedere a Verucchio?,verucchio cosa vedere,4810
OBS-I-539ba401-EN,en,borghi,internal,organizzazione,,Greve in Chianti; Montefioralle ,Toscana,what to see in Greve in Chianti?,things to do in greve in chianti,3030
OBS-I-550529a5-IT,it,borghi,internal,organizzazione,,Saluzzo,Piemonte,cosa vedere a Saluzzo?,cosa vedere saluzzo,6510
OBS-I-55a5e4b2-EN,en,borghi,internal,hotel,,Bevagna,Umbria,what are the best hotels in Bevagna?,bevagna hotels,4780
OBS-I-55ae1adc-EN,en,borghi,internal,organizzazione,,Locorotondo,Puglia,what to see in Locorotondo?,things to do in locorotondo,2780
OBS-I-55dd8e2f-IT,it,borghi,internal,hotel,,Tarquinia,Lazio,quali sono i migliori hotel a Tarquinia?,hotel tarquinia,11320
OBS-I-56c5dfa1-IT,it,borghi,internal,organizzazione,,Torgiano,Umbria,cosa vedere a Torgiano?,torgiano cosa vedere,1140
OBS-I-5741b075-EN,en,borghi,internal,hotel,,Rocca Imperiale,Calabria,what are the best hotels in Rocca Imperiale?,rocca imperiale hotels,1580
OBS-I-57b7ce85-IT,it,borghi,internal,organizzazione,,Cassinetta di Lugagnano,Lombardia,cosa vedere a Cassinetta di Lugagnano?,cassinetta di lugagnano cosa vedere,5140
OBS-I-58312308-IT,it,borghi,internal,organizzazione,,Vigoleno,Emilia-Romagna,cosa vedere a Vigoleno?,vigoleno cosa vedere,9830
OBS-I-58823c4b-IT,it,borghi,internal,organizzazione,,Subiaco,Lazio,cosa vedere a Subiaco?,cosa vedere subiaco,12430
OBS-I-58a51270-EN,en,borghi,internal,hotel,,Moresco,Marche,what are the best hotels in Moresco?,moresco hotels,12670
OBS-I-5969767b-IT,it,borghi,internal,organizzazione,,Locorotondo,Puglia,cosa vedere a Locorotondo?,cosa vedere locorotondo,19660
OBS-I-5a32a6f8-IT,it,borghi,internal,hotel,,Cividale del Friuli,Friuli-Venezia Giulia,quali sono i migliori hotel a Cividale del Friuli?,hotel cividale del friuli,4630
OBS-I-5a33d5e5-IT,it,borghi,internal,organizzazione,,Arcevia,Marche,cosa vedere ad Arcevia?,arcevia cosa vedere,4020
OBS-I-5a947e13-EN,en,borghi,internal,hotel,,Bassano del Grappa,Veneto,what are the best hotels in Bassano del Grappa?,bassano del grappa hotels,42100
OBS-I-5b3d401e-IT,it,borghi,internal,organizzazione,,Savoca,Sicilia,cosa vedere a Savoca?,savoca cosa vedere,3720
OBS-I-5b510da6-EN,en,borghi,internal,hotel,,Venosa,Basilicata,what are the best hotels in Venosa?,hotels in venosa,13250
OBS-I-5c8cb494-IT,it,borghi,internal,hotel,,Torgiano,Umbria,quali sono i migliori hotel a Torgiano?,hotel torgiano,1580
OBS-I-5c9304d8-IT,it,borghi,internal,organizzazione,,Egna/Neumarkt ,Trentino-Alto Adige,cosa vedere a Egna?,egna cosa vedere,1820
OBS-I-5d267dae-IT,it,borghi,internal,organizzazione,,Rocca Calascio,Abruzzo,cosa vedere a Rocca Calascio?,rocca calascio cosa vedere,1000
OBS-I-5e24e501-IT,it,borghi,internal,organizzazione,,Cervignano del Friuli; Strassoldo ,Friuli-Venezia Giulia,cosa vedere a Strassoldo?,strassoldo cosa vedere,2990
OBS-I-5e71ca76-IT,it,borghi,internal,hotel,,Vitorchiano,Lazio,quali sono i migliori hotel a Vitorchiano?,hotel vitorchiano,1700
OBS-I-5f17da74-IT,it,borghi,internal,organizzazione,,Portobuffolè,Veneto,cosa vedere a Portobuffolè?,portobuffolè cosa vedere,1750
OBS-I-5f27e00a-IT,it,borghi,internal,organizzazione,,Boville Ernica,Lazio,cosa vedere a Boville Ernica?,boville ernica cosa vedere,1290
OBS-I-5f50e291-EN,en,borghi,internal,hotel,,Morimondo,Lombardia,what are the best hotels in Morimondo?,morimondo hotels,17090
OBS-I-5f57770f-IT,it,borghi,internal,organizzazione,,Tempio Pausania,Sardegna,cosa vedere a Tempio Pausania?,cosa vedere tempio pausania,3680
OBS-I-6048c132-EN,en,borghi,internal,hotel,,Palazzolo Acreide,Sicilia,what are the best hotels in Palazzolo Acreide?,palazzolo acreide hotels,2190
OBS-I-60d498e0-EN,en,borghi,internal,hotel,,Ripatransone,Marche,what are the best hotels in Ripatransone?,ripatransone hotels,1090
OBS-I-61195190-IT,it,borghi,internal,hotel,,Ravello,Campania,quali sono i migliori hotel a Ravello?,ravello hotel,12920
OBS-I-611bb931-IT,it,borghi,internal,organizzazione,,Vernazza,Liguria,cosa vedere a Vernazza?,cosa vedere vernazza,8500
OBS-I-617b6949-IT,it,borghi,internal,organizzazione,,Clusone,Lombardia,cosa vedere a Clusone?,cosa vedere clusone,8010
OBS-I-63736982-EN,en,borghi,internal,organizzazione,,Atrani,Campania,what to see in Atrani?,things to do in atrani,2560
OBS-I-63e4e30c-EN,en,borghi,internal,hotel,,Barolo,Piemonte,what are the best hotels in Barolo?,hotels in barolo,64600
OBS-I-63e503bd-EN,en,borghi,internal,hotel,,Ostuni,Puglia,what are the best hotels in Ostuni?,hotels in ostuni,25780
OBS-I-642b50d1-EN,en,borghi,internal,hotel,,Anagni,Lazio,what are the best hotels in Anagni?,anagni hotels,8990
OBS-I-643e7357-EN,en,borghi,internal,hotel,,Bovino,Puglia,what are the best hotels in Bovino?,bovino hotels,1360
OBS-I-64ce12bf-IT,it,borghi,internal,hotel,,Framura,Liguria,quali sono i migliori hotel a Framura?,framura hotel,1150
OBS-I-64fd7101-EN,en,borghi,internal,hotel,,Orvieto,Umbria,what are the best hotels in Orvieto?,hotels in orvieto,70100
OBS-I-659957f8-EN,en,borghi,internal,hotel,,Noli,Liguria,what are the best hotels in Noli?,noli hotels,53100
OBS-I-65b4eb29-IT,it,borghi,internal,hotel,,Melfi,Basilicata,quali sono i migliori hotel a Melfi?,hotel melfi,3340
OBS-I-65d95463-EN,en,borghi,internal,hotel,,Bagno di Romagna,Emilia-Romagna,what are the best hotels in Bagno di Romagna?,bagno di romagna hotels,23100
OBS-I-66399283-IT,it,borghi,internal,hotel,,Manciano; Montemerano ,Toscana,quali sono i migliori hotel a Manciano?,hotel manciano,2500
OBS-I-665781bd-IT,it,borghi,internal,organizzazione,,Sauris,Friuli-Venezia Giulia,cosa vedere a Sauris?,sauris cosa vedere,2670
OBS-I-6665b21c-IT,it,borghi,internal,hotel,,Carloforte,Sardegna,quali sono i migliori hotel a Carloforte?,hotel carloforte,11180
OBS-I-68a0ba4a-IT,it,borghi,internal,organizzazione,,Gubbio,Umbria,cosa vedere a Gubbio?,cosa vedere gubbio,48900
OBS-I-69107d69-IT,it,borghi,internal,hotel,lusso,Camogli,Liguria,quali sono i migliori hotel di lusso a Camogli?,hotel 5 stelle camogli,1300
OBS-I-69207878-EN,en,borghi,internal,hotel,,Clusone,Lombardia,what are the best hotels in Clusone?,clusone hotels,12320
OBS-I-69b2b59b-IT,it,borghi,internal,hotel,,Trevi,Umbria,quali sono i migliori hotel a Trevi?,hotel trevi,93300
OBS-I-6b8fe6f6-IT,it,borghi,internal,hotel,,Vipiteno,Trentino-Alto Adige,quali sono i migliori hotel a Vipiteno?,hotel vipiteno,56100
OBS-I-6c1341b8-EN,en,borghi,internal,organizzazione,,Noto,Sicilia,what to see in Noto?,things to do in noto,7290
OBS-I-6ce216b7-IT,it,borghi,internal,organizzazione,,Ostuni,Puglia,cosa vedere a Ostuni?,cosa vedere ostuni,34060
OBS-I-6d404f4c-IT,it,borghi,internal,organizzazione,,Summonte,Campania,cosa vedere a Summonte?,summonte cosa vedere,2880
OBS-I-6e30a34e-IT,it,borghi,internal,hotel,,Greccio,Lazio,quali sono i migliori hotel a Greccio?,hotel greccio,2300
OBS-I-6eb9e3c5-IT,it,borghi,internal,organizzazione,,Bertinoro,Emilia-Romagna,cosa vedere a Bertinoro?,bertinoro cosa vedere,3350
OBS-I-6f4a4277-IT,it,borghi,internal,organizzazione,,Glorenza,Trentino-Alto Adige,cosa vedere a Glorenza?,glorenza cosa vedere,7920
OBS-I-7022fa44-IT,it,borghi,internal,hotel,,Anghiari,Toscana,quali sono i migliori hotel ad Anghiari?,hotel anghiari,3330
OBS-I-70834677-IT,it,borghi,internal,hotel,,Gangi,Sicilia,quali sono i migliori hotel a Gangi?,hotel gangi,4060
OBS-I-70b326a1-EN,en,borghi,internal,hotel,,Tortona; Vho ,Piemonte,what are the best hotels in Tortona?,tortona hotels,11440
OBS-I-71216258-IT,it,borghi,internal,hotel,,Verucchio,Emilia-Romagna,quali sono i migliori hotel a Verucchio?,hotel verucchio,1360
OBS-I-718f1231-IT,it,borghi,internal,organizzazione,,Melfi,Basilicata,cosa vedere a Melfi?,melfi cosa vedere,3980
OBS-I-71c3c450-EN,en,borghi,internal,organizzazione,,Civita di Bagnoregio,Lazio,what to see in Civita di Bagnoregio?,things to do in civita di bagnoregio,1330
OBS-I-722aa4a4-IT,it,borghi,internal,hotel,,Bassano del Grappa,Veneto,quali sono i migliori hotel a Bassano del Grappa?,hotel bassano del grappa,32200
OBS-I-7359ff06-IT,it,borghi,internal,hotel,,Pitigliano,Toscana,quali sono i migliori hotel a Pitigliano?,hotel pitigliano,7960
OBS-I-739ee027-IT,it,borghi,internal,organizzazione,,Montagnana,Veneto,cosa vedere a Montagnana?,cosa vedere montagnana,9300
OBS-I-73f76523-IT,it,borghi,internal,hotel,,Canale di Tenno; Tenno ,Trentino-Alto Adige,quali sono i migliori hotel a Tenno?,tenno hotel,2700
OBS-I-74a4a558-IT,it,borghi,internal,organizzazione,,Ossana,Trentino-Alto Adige,cosa vedere a Ossana?,ossana cosa vedere,2560
OBS-I-754bab59-IT,it,borghi,internal,hotel,,Castel di Tora,Lazio,quali sono i migliori hotel a Castel di Tora?,hotel castel di tora,1470
OBS-I-75b0513e-IT,it,borghi,internal,hotel,,Chiusa,Trentino-Alto Adige,quali sono i migliori hotel a Chiusa?,chiusa hotel,5260
OBS-I-76482f60-IT,it,borghi,internal,organizzazione,,Norcia,Umbria,cosa vedere a Norcia?,norcia cosa vedere,21280
OBS-I-7711d1fa-IT,it,borghi,internal,hotel,,Caprarola,Lazio,quali sono i migliori hotel a Caprarola?,hotel caprarola,1470
OBS-I-77666977-EN,en,borghi,internal,hotel,,Ivrea,Piemonte,what are the best hotels in Ivrea?,hotels in ivrea,1040
OBS-I-779316e2-EN,en,borghi,internal,hotel,,Barga,Toscana,what are the best hotels in Barga?,hotels in barga,4060
OBS-I-77c54272-EN,en,borghi,internal,hotel,lusso,Orvieto,Umbria,what are the best luxury hotels in Orvieto?,luxury hotels in orvieto,1200
OBS-I-77cb6af1-IT,it,borghi,internal,hotel,,Volterra,Toscana,quali sono i migliori hotel a Volterra?,hotel volterra,13440
OBS-I-77de8e76-EN,en,borghi,internal,hotel,,Santa Giustina,Veneto,what are the best hotels in Santa Giustina?,santa giustina hotels,1100
OBS-I-7822b1ed-IT,it,borghi,internal,hotel,,Castelvetro di Modena,Emilia-Romagna,quali sono i migliori hotel a Castelvetro di Modena?,hotel castelvetro di modena,1190
OBS-I-78c62674-IT,it,borghi,internal,hotel,,Soave,Veneto,quali sono i migliori hotel a Soave?,hotel soave,10800
OBS-I-78caafe9-IT,it,borghi,internal,hotel,,Conca dei Marini,Campania,quali sono i migliori hotel a Conca dei Marini?,hotel conca dei marini,3210
OBS-I-78efed5d-EN,en,borghi,internal,hotel,,Calcata,Lazio,what are the best hotels in Calcata?,calcata hotels,1020
OBS-I-78f71fd3-EN,en,borghi,internal,organizzazione,,Castel Gandolfo,Lazio,what to see in Castel Gandolfo?,things to do in castel gandolfo,1970
OBS-I-79ad4706-EN,en,borghi,internal,hotel,,Frascati,Lazio,what are the best hotels in Frascati?,hotels in frascati,19300
OBS-I-7a3f6287-IT,it,borghi,internal,hotel,,Pienza,Toscana,quali sono i migliori hotel a Pienza?,hotel pienza,15120
OBS-I-7acb6b9e-IT,it,borghi,internal,hotel,,Dozza,Emilia-Romagna,quali sono i migliori hotel a Dozza?,hotel dozza,11410
OBS-I-7b6c2ca1-EN,en,borghi,internal,hotel,,Nemi,Lazio,what are the best hotels in Nemi?,nemi hotels,70400
OBS-I-7c01c582-IT,it,borghi,internal,hotel,,Cisternino,Puglia,quali sono i migliori hotel a Cisternino?,hotel cisternino,3070
OBS-I-7c19d612-IT,it,borghi,internal,organizzazione,,Gradisca d'Isonzo,Friuli-Venezia Giulia,cosa vedere a Gradisca d'Isonzo?,gradisca d'isonzo cosa vedere,1950
OBS-I-7c1ef699-IT,it,borghi,internal,organizzazione,,Cividale del Friuli,Friuli-Venezia Giulia,cosa vedere a Cividale del Friuli?,cosa vedere cividale del friuli,11110
OBS-I-7eba8060-IT,it,borghi,internal,organizzazione,,Alba,Piemonte,cosa vedere ad Alba?,cosa vedere ad alba,13350
OBS-I-7edbe9c8-EN,en,borghi,internal,organizzazione,,Bassano del Grappa,Veneto,what to see in Bassano del Grappa?,things to do in bassano del grappa,2410
OBS-I-7f24b46e-IT,it,borghi,internal,organizzazione,,Monte Sant'Angelo,Puglia,cosa vedere a Monte Sant'Angelo?,monte sant'angelo cosa vedere,2920
OBS-I-7f6643d3-IT,it,borghi,internal,organizzazione,,Castagnole delle Lanze,Piemonte,cosa vedere a Castagnole delle Lanze?,castagnole delle lanze cosa vedere,1650
OBS-I-7fd03f11-EN,en,borghi,internal,hotel,,Rassa,Piemonte,what are the best hotels in Rassa?,rassa hotels,3240
OBS-I-802dff85-IT,it,borghi,internal,organizzazione,,Acerenza,Basilicata,cosa vedere ad Acerenza?,acerenza cosa vedere,3500
OBS-I-80c72944-IT,it,borghi,internal,hotel,,Chianale,Piemonte,quali sono i migliori hotel a Chianale?,chianale hotel,2780
OBS-I-80ee9e12-EN,en,borghi,internal,hotel,,Cervignano del Friuli; Strassoldo ,Friuli-Venezia Giulia,what are the best hotels in Cervignano del Friuli?,cervignano del friuli hotels,3400
OBS-I-81b751bf-EN,en,borghi,internal,hotel,lusso,Montepulciano,Toscana,what are the best luxury hotels in Montepulciano?,luxury hotels in montepulciano,1200
OBS-I-81d5ba30-IT,it,borghi,internal,organizzazione,,Rotondella,Basilicata,cosa vedere a Rotondella?,rotondella cosa vedere,1370
OBS-I-81ed5ad1-IT,it,borghi,internal,organizzazione,,Aggius,Sardegna,cosa vedere ad Aggius?,aggius cosa vedere,1630
OBS-I-82445b02-IT,it,borghi,internal,organizzazione,,Pietrapertosa,Basilicata,cosa vedere a Pietrapertosa?,pietrapertosa cosa vedere,6440
OBS-I-82458951-EN,en,borghi,internal,hotel,,San Leo,Emilia-Romagna,what are the best hotels in San Leo?,hotels in san leo,5670
OBS-I-827b07ea-IT,it,borghi,internal,organizzazione,,Monforte d'Alba,Piemonte,cosa vedere a Monforte d'Alba?,monforte d'alba cosa vedere,2810
OBS-I-82913a3d-IT,it,borghi,internal,hotel,,Morimondo,Lombardia,quali sono i migliori hotel a Morimondo?,hotel morimondo,15820
OBS-I-837891b3-EN,en,borghi,internal,hotel,,Vernazza,Liguria,what are the best hotels in Vernazza?,hotels in vernazza,30400
OBS-I-840ec836-EN,en,borghi,internal,hotel,,Spello,Umbria,what are the best hotels in Spello?,spello hotels,6100
OBS-I-84c2532e-EN,en,borghi,internal,hotel,,Bosa,Sardegna,what are the best hotels in Bosa?,hotels in bosa,9270
OBS-I-84cc2a13-EN,en,borghi,internal,organizzazione,,Subiaco,Lazio,what to see in Subiaco?,things to do in subiaco,2830
OBS-I-84de2dd4-IT,it,borghi,internal,organizzazione,,Castelvetro di Modena,Emilia-Romagna,cosa vedere a Castelvetro di Modena?,castelvetro di modena cosa vedere,2400
OBS-I-84f78a35-EN,en,borghi,internal,organizzazione,,Corniglia,Liguria,what to see in Corniglia?,things to do in corniglia,1400
OBS-I-85ad2263-EN,en,borghi,internal,hotel,,Ravello,Campania,what are the best hotels in Ravello?,hotels in ravello,64800
OBS-I-85e752b0-IT,it,borghi,internal,organizzazione,,Cordovado,Friuli-Venezia Giulia,cosa vedere a Cordovado?,cordovado cosa vedere,3460
OBS-I-867b35e5-EN,en,borghi,internal,hotel,,Fagagna,Friuli-Venezia Giulia,what are the best hotels in Fagagna?,fagagna hotels,1570
OBS-I-882ae470-EN,en,borghi,internal,organizzazione,,Cortona,Toscana,what to see in Cortona?,things to do in cortona,9790
OBS-I-889da2b8-IT,it,borghi,internal,organizzazione,,Tortona; Vho ,Piemonte,cosa vedere a Tortona?,cosa vedere tortona,4130
OBS-I-88a0fb9e-EN,en,borghi,internal,hotel,,Viggianello,Basilicata,what are the best hotels in Viggianello?,viggianello hotels,1440
OBS-I-89a61519-IT,it,borghi,internal,hotel,,Saluzzo,Piemonte,quali sono i migliori hotel a Saluzzo?,hotel saluzzo,7590
OBS-I-89b38188-IT,it,borghi,internal,hotel,,Vigoleno,Emilia-Romagna,quali sono i migliori hotel a Vigoleno?,hotel vigoleno,2030
OBS-I-8a6b072c-IT,it,borghi,internal,hotel,,Monforte d'Alba,Piemonte,quali sono i migliori hotel a Monforte d'Alba?,hotel monforte d'alba,1740
OBS-I-8b4c6a1f-IT,it,borghi,internal,organizzazione,,Campo Ligure,Liguria,cosa vedere a Campo Ligure?,campo ligure cosa vedere,2590
OBS-I-8b87e322-IT,it,borghi,internal,hotel,,Locorotondo,Puglia,quali sono i migliori hotel a Locorotondo?,hotel locorotondo,14640
OBS-I-8bf98003-IT,it,borghi,internal,organizzazione,,Aliano,Basilicata,cosa vedere ad Aliano?,aliano cosa vedere,2190
OBS-I-8ca67d09-IT,it,borghi,internal,organizzazione,,Viggianello,Basilicata,cosa vedere a Viggianello?,viggianello cosa vedere,3860
OBS-I-8dc1438e-EN,en,borghi,internal,hotel,,Todi,Umbria,what are the best hotels in Todi?,hotels in todi,10780
OBS-I-8e0c8054-IT,it,borghi,internal,organizzazione,,Frascati,Lazio,cosa vedere a Frascati?,cosa vedere a frascati,9050
OBS-I-8e536664-IT,it,borghi,internal,hotel,,San Lorenzo Dorsino,Trentino-Alto Adige,quali sono i migliori hotel a San Lorenzo Dorsino?,hotel san lorenzo dorsino,5030
OBS-I-8e70ec02-IT,it,borghi,internal,organizzazione,,Venosa,Basilicata,cosa vedere a Venosa?,cosa vedere venosa,5730
OBS-I-8ec0bbac-IT,it,borghi,internal,hotel,,Offida,Marche,quali sono i migliori hotel a Offida?,hotel offida,1590
OBS-I-8ff0f48f-EN,en,borghi,internal,organizzazione,,Mel,Veneto,what to see in Mel?,things to do in mel,1012500
OBS-I-90038885-IT,it,borghi,internal,organizzazione,,Fagagna,Friuli-Venezia Giulia,cosa vedere a Fagagna?,fagagna cosa vedere,2520
